%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=215650, 2026/04/11 20:36:59.51)
533 9062 7.594536e-02 1.556266e+00  7.872437825374918248e+02  7.875749762659997941e+02  7.877988665700712545e+02  7.881259325400912985e+02
547 9300 7.069869e-02 1.562402e+00  7.872437825374918248e+02  7.874995432747662107e+02  7.876889771065252717e+02  7.882906092061969048e+02
561 9538 6.822968e-02 1.569960e+00  7.872437825374918248e+02  7.873664323528761315e+02  7.874885565965810201e+02  7.876865430325904072e+02
575 9776 6.987070e-02 1.596784e+00  7.872221967228504127e+02  7.872709082322883205e+02  7.874550450691790502e+02  7.876478352441783954e+02
589 10014 7.333231e-02 1.641827e+00  7.871602876480842497e+02  7.873641283521717469e+02  7.875520739219740562e+02  7.882779343818048119e+02
603 10252 6.670852e-02 1.679903e+00  7.871548794920032606e+02  7.871877295173896982e+02  7.874590749304472865e+02  7.878705987831006041e+02
617 10490 6.319384e-02 1.700962e+00  7.870775011373696088e+02  7.871619439077288689e+02  7.873423711430906451e+02  7.876704466638290114e+02
631 10728 6.000742e-02 1.717103e+00  7.870591384698773254e+02  7.871323276503917441e+02  7.872621411546156196e+02  7.874411762084164366e+02
645 10966 5.880327e-02 1.725834e+00  7.870030734425213268e+02  7.870030734425213268e+02  7.871650374874398040e+02  7.874471200178852541e+02
659 11204 5.417212e-02 1.735417e+00  7.868312117794654341e+02  7.869815182803315565e+02  7.871276159887792119e+02  7.873849720313269245e+02
673 11442 4.910676e-02 1.741864e+00  7.868312117794654341e+02  7.869152928912689049e+02  7.870597626045191646e+02  7.873867432717260044e+02
687 11680 4.425492e-02 1.752748e+00  7.867962076806702498e+02  7.868705684563494742e+02  7.869566282830044202e+02  7.872134784616312118e+02
701 11918 4.532823e-02 1.762535e+00  7.867882097622277797e+02  7.867920602464265585e+02  7.869398133512157756e+02  7.871515034042323578e+02
715 12156 4.720026e-02 1.771428e+00  7.867826855329446971e+02  7.869142779717105896e+02  7.870934027856860666e+02  7.874303500499784150e+02
729 12394 4.540019e-02 1.781201e+00  7.867599715680710233e+02  7.868272730332920446e+02  7.869094652136460581e+02  7.870402838935876844e+02
743 12632 4.541228e-02 1.791825e+00  7.867338135250918185e+02  7.868398318862506358e+02  7.869721394644700467e+02  7.872236776350064247e+02
757 12870 4.302402e-02 1.795919e+00  7.867338135250918185e+02  7.867806116151394917e+02  7.868294664076220215e+02  7.869553002875268248e+02
771 13108 3.989179e-02 1.802255e+00  7.866290910855393577e+02  7.866391128058518234e+02  7.867520055905514482e+02  7.869256116625554114e+02
785 13346 3.662417e-02 1.820132e+00  7.865700934575982046e+02  7.865938622305167200e+02  7.866366388261907332e+02  7.868696180652680141e+02
799 13584 3.351915e-02 1.838633e+00  7.865466749815055891e+02  7.865565238632024148e+02  7.866723624341733512e+02  7.869023630572769434e+02
813 13822 3.099105e-02 1.859276e+00  7.864894749296216787e+02  7.864912631811124584e+02  7.865879445989596661e+02  7.866845705294008440e+02
827 14060 3.033947e-02 1.899391e+00  7.864211767062049603e+02  7.864678759303237712e+02  7.865375201583582339e+02  7.867221899278317778e+02
841 14298 2.894542e-02 1.950444e+00  7.864032354980628270e+02  7.864032354980628270e+02  7.864837866197181029e+02  7.865848112330152162e+02
855 14536 2.964715e-02 2.042251e+00  7.863571197739457830e+02  7.863963325068186805e+02  7.865098359293749581e+02  7.866600683133834764e+02
869 14774 2.867314e-02 2.105403e+00  7.863370470955671863e+02  7.863502941978490526e+02  7.863935694236580503e+02  7.865491154865001135e+02
883 15012 2.866811e-02 2.171354e+00  7.862871271344297384e+02  7.863354046215722519e+02  7.863965874685300150e+02  7.866160358409025548e+02
897 15250 2.771665e-02 2.213741e+00  7.862651261477915341e+02  7.863089611093223539e+02  7.864071003231180157e+02  7.865616474446721895e+02
911 15488 2.678875e-02 2.261006e+00  7.862283272141846737e+02  7.862529299302179879e+02  7.863207965093695293e+02  7.864078257217846613e+02
925 15726 2.419303e-02 2.291625e+00  7.862016044825082872e+02  7.862016044825082872e+02  7.862857196959720341e+02  7.864501729984148142e+02
939 15964 2.246834e-02 2.344744e+00  7.861512338489314971e+02  7.861893052043593570e+02  7.862452833187101078e+02  7.863382991470189154e+02
953 16202 2.182069e-02 2.396073e+00  7.861426730957041400e+02  7.861686242959558513e+02  7.862262753655274992e+02  7.862907646812025177e+02
967 16440 2.197273e-02 2.431005e+00  7.861392869926287403e+02  7.861683053545534676e+02  7.862028878423535616e+02  7.863629788381343815e+02
981 16678 2.081293e-02 2.448204e+00  7.861216068159870929e+02  7.861216068159870929e+02  7.862139643685693500e+02  7.862934468795051544e+02
